city,company,country,description,salary_converted_currency,salary_converted_max,salary_converted_min,salary_currency,salary_max,salary_min,salary_raw,title,url,year_posted
; Randwick,Sydney Children's Hospital Network,AU,"Sydney Children's Hospitals Network is the largest paediatric health care entity in Australia. We care for thousands of children each year in our hospitals and in their homes — with one purpose in mind — to help young people live their healthiest lives.

Employment Type: Temporary Full Time up to 28-Feb-2022
Position Classification: Admin Off Lvl 5
Remuneration: 66754.13 - 68344.01
Hours Per Week: 38
Requisition ID: REQ207736
Location; Randwick

What you will be doing:
The research administration Officer will provide high level administrative support to the Nurse Manager, Associate Director of Research (SCH) and other senior research staff.
As a key member of the team, the successful applicant will work with research staff to ensure the timely, efficient and effective operation of key functions and activities conducted by the Clinical Research Centre.
Please refer to the position description for a more detail description of role accountabilities.

About the Clinical Research Centre, SCH Randwick:
The Clinical Research Centre (CRC), as part of the Sydney Children’s Hospitals Network (SCHN), enables children to access novel therapies and innovative research in a safe, family-friendly environment.
Clinical research at the Sydney Children’s Hospital brings together a world-class partnership of the greatest minds in medical and biomedical science. It is with CRC support in the delivery of clinical trials and research projects that we can assist in discovering the causes of illness, developing better treatments for children and providing patients with early access to potential new treatments and therapies.
Our Centre is currently based on Level 8 of the Bright Alliance Building.

Relevant post-secondary qualifications in business administration or equivalent relevant administrative experience in a health environment.

Highly developed communication skills (written and verbal) with an ability to interact with people at all levels.

Maintains a high level of accuracy and attention to detail when entering data into business applications or drafting high quality correspondence (such as briefs, agendas, minutes).

Demonstrated ability to solve problems, make decisions and work independently under limited direction, within the identified scope of the role.

Proven organisational skills with the ability to plan and meet multiple deadlines whilst under pressure.

Knowledge of hospital management systems or computer software packages, including Microsoft Office, Stafflink, Recruitment On Board (ROB), HealthRoster, ORACLE, with the ability to learn new systems readily

SCHN is an Equal Opportunity Employer and encourage all suitably qualified applicants to apply, including Indigenous Australians, and people from culturally diverse backgrounds.

Aboriginal and Torres Strait Islander people are encouraged to apply. We recognise the value of Aboriginal staff providing health care to Aboriginal children and families that access the services we provide at the Sydney Children’s Hospitals Network. Aboriginal job applicants are encouraged to visit the NSW Health Aboriginal Recruitment tool, Stepping Up to assist in preparing your application.

Need more information?
2) Find out more about applying for this position
For role related queries or questions contact Petrina Hetherington on Petrina.Hetherington@health.nsw.gov.au
Applications Close: 31/01/2021",MYR,17769.44,17356.04,AUD,5695.333333333333,5562.833333333333,"$66,754 - $68,344 a year",Research Administration Officer,https://au.indeed.com/viewjob?jk=6656cb33df3299b2&from=serp&vjs=3,2021
Australia,Australian Antarctic Division,AU,"Install, commission, maintain, calibrate and modify electronic instruments and systems for the collection, reduction and analysis of data.

Live and work in Antarctica
Use your skills in an exciting new environment
Provide support to world-class science programs
$88,501 pa + Additional Allowances $60,974 pa

Australian Antarctic Program
We’re looking for highly-skilled and passionate people to support Australia’s activities on the icy continent where we undertake world-class scientific research to deliver national priorities and answer key questions of global significance.

Australia has three research stations in Antarctica – Casey, Davis and Mawson – and one on sub-Antarctic Macquarie Island. Each station is like a small town with a diverse and dedicated workforce. There are station leaders, tradespeople, scientists, doctors, chefs and communications experts. Expeditioners are supported by head office staff experienced in Antarctic policy, law, operations, medicine and science.

About the role
As an Electronics Engineer you will install, commission, maintain, calibrate and modify electronic instruments and systems for the collection, reduction and analysis of data.

This is a winter job at Davis station.

Annual base salary while in Australia - $88,501 pa
Additional allowances while working in Antarctica - $60,974 pa
Superannuation contribution 15.4% plus accrued recreation leave

To be successful in this role, you will:

Have good hardware and software skills
Be technically resourceful
Work with minimal supervision

Eligibility
To be eligible for consideration you must be either an Australian citizen, a New Zealand citizen, or a resident of Australia with a valid visa granting appropriate work rights in Australia.

To apply for this role you must have the skills and licenses listed below:

Qualifications/licenses (provide copies in your application):

An Engineering degree majoring in electronics from an Australian University, or qualification of equivalent standard from an Australian or overseas university. These qualifications must confer eligibility for graduate membership to the Institution of Engineers Australia.
A current, unrestricted “C” class (manual) Australian driver’s license.

Recent relevant experience:

Detailed design, implementation and testing of analogue and digital electronic circuits and systems (including microcontroller based systems).
Ability to be resourceful and innovative in technical aspects of the work including the ability to fault find and calibrate modern electronic instrumentation. Have the ability to repair electronic equipment at a component level (demonstrated experience of such when operating with limited resources is desirable).

How to apply
All applications must be submitted via jobs.antarctica.gov.au.

Contract length: 12 months

Job Types: Full-time, Contract

Salary: $88,501.00 – $149,475.00 per year

Benefits:

Free drinks
Free food
Relocation assistance

Work Eligibility:

Permitted to work permanently with no restriction on hours (e.g. citizen, permanent resident) (Required)

Work Remotely:

No",MYR,38863.5,23010.26,AUD,12456.25,7375.083333333333,"Salary: $88,501.00 – $149,475.00 per year",Electronics Engineer - Antarctica,https://au.indeed.com/viewjob?cmp=Australian-Antarctic-Division&t=Electronic+Engineer&jk=78a79626add00879&vjs=3,2021
Melbourne,Australian Institute of Family Studies,AU,"Position Title

Research Fellow

Organisation Unit

Australian Gambling Research Centre

Agency classification

Executive Level 1

Immediate Manager

Manager, Australian Gambling Research Centre

Term

Non-ongoing for an initial term of up to 18 months with the possibility of extension to a maximum term of three years.

Status

Fulltime or part-time (minimum 0.8 FTE)

Location

Melbourne

Closing date

Friday 5 February 2021

Review date

December 2020

Are you a self-driven, motivated researcher skilled in developing and managing high-level research projects? Do you have excellent analytical, written and oral communication skills and experience in producing and disseminating high quality research outputs? Do you enjoy leading teams? Are you keen to use your research skills and experience to achieve better outcomes for families?

We at the Australian Institute of Family Studies (AIFS) are seeking a Research Fellow to join the Australian Gambling Research Centre (AGRC) team, to lead and contribute to a range of mixed-methods research projects that seek to make a difference in preventing and reducing gambling-related harm for people who gamble, their families and communities.

About us

We are the Australian Institute of Family Studies (AIFS), the Australian Government’s key independent research body and advisor in family wellbeing, based in the Melbourne CBD. We produce research about ‘what works for families’ and make it accessible to decision makers, practitioners and the general public.

Our team

The Australian Gambling Research Centre conducts policy-relevant research to enhance understanding of the nature and extent of gambling participation and related harm in Australia, and advance knowledge of ways to prevent and reduce harm. The AGRC is situated within AIFS. We are a multi-disciplinary team with expertise across gambling and related behaviours, public health, psychology and statistics.

About the role:

This position involves contributing to the strategic directions of the AGRC, leading the design, collection and analysis of research projects, mentoring and supervising team members, and communicating findings in ways that are relevant to the intended audience.

Requirements to be successful:

Demonstrated experience in quantitative and/or qualitative research methodologies, including research design, conducting fieldwork, data management and analysis, and research communication
Excellent project management skills and the ability to develop and lead research projects and complete work to a high standard
Excellent written and oral communication skills and experience in producing high-quality written materials
Proven leadership skills and highly developed interpersonal skills, including the ability to build and work collaboratively with team members and external stakeholders and organisations.
Demonstrated experience in managing research teams and projects to meet timelines and achieve results
A positive and flexible approach to diverse work demands in a fast-paced environment
Relevant qualifications or equivalent experience in public health, epidemiology, social sciences, health sciences or psychology.

Terms

We will offer the Research Fellow a position on a non-ongoing basis for up to 18 months (with the possibility of extension to a maximum term of three years) on a full-time or part-time basis (0.8 FTE minimum). The position is at EL1 with a salary range of $101,116 to $111,665 per annum plus 15.4% superannuation.

Working at AIFS

We provide a family-friendly and flexible workplace that supports the wellbeing and professional development of our diverse workforce. Benefits include:

Flexible work arrangements
Workplace health and wellbeing activities such as yoga, mindfulness, wellbeing sessions, flu vaccinations and a health promotion allowance
Free and confidential counselling service for employees and dependents
15.4% employer contribution to superannuation
Discounted annual Myki card
Christmas closedown period with no deduction from leave credits

Our salaries and conditions of employment are set out in our Enterprise Agreement.

How to apply

Please read through the application requirements and download a full Position description [PDF, 421 KB] here.

To be considered for this position, please email your CV and covering letter together with an AIFS application form [PDF, 645 KB] to jobs@aifs.gov.au. In your letter, tell us how your skills, knowledge, experience and qualifications will make you a great fit for the job.

For further information, contact Human Resources on (03) 9214 7888.

Applications close on Friday 5 February 2021 at 5pm.

We welcome diversity and encourage applications from Aboriginal and Torres Strait Islander people, people with disability, people of all ages and those from culturally and linguistically diverse backgrounds.",MYR,29032.899999999998,26290.160000000003,AUD,9305.416666666666,8426.333333333334,"$101,116 - $111,665 a year","Research Fellow, Australian Gambling Research Centre",https://au.indeed.com/viewjob?jk=7083968a2928c1bb&from=serp&vjs=3,2021
Australia,Australian Bureau of Meteorology,AU,"APS Level 6, Non-ongoing
$80,665 - $91,713 + 15.4% super
Antarctica and Sub-Antarctica

As a Technical Officer Level 4 – Engineer, you will be responsible for the Engineering program that supports the Bureau’s Forecasting, Observing, and Climate programs. This includes data collection systems from surface, upper air, and satellite platforms. You will also be responsible for program support to the Australian Antarctic program’s (AAp) meteorological services, and other external client equipment.
You will be required to perform a program of routine Surface and Upper Air Observations as well as Aviation Weather Reports in support of Antarctic flying operations. This will be conducted on a shift rostered basis covering weekdays and weekends, of which you will be a team member.
As a program lead, the Technical Officer Level 4 is eligible to be the designated leadership representative for the Bureau team within the station leadership group. Participation in this capacity will be at the nomination of Antarctic Program management in Hobart and will have supervisory responsibility of aspects of the meteorological office including staff and facilities, routine reports, rostering, liaison with forecasting and operations staff, and oversight of Health, Safety & Environment (HSE) and Diversity, Inclusion and STEM (Science Technology Engineering Mathematics) matters.
Antarctic and Macquarie Island postings are generally 14 to 18 months in duration; dependent upon which station you have been selected for, the specific training requirements for that station and the shipping or flight schedules. This period includes pre-departure training.

Position Description - PDF Opens in new window

Position Description - Word Opens in new window",MYR,48.048,251674.80000000002,AUD,15.4,80665.0,"$80,665 - $91,713 + 15.4% super",Antarctica and Sub-Antarctica - Engineer,https://au.indeed.com/viewjob?jk=495a93e247ee12ca&from=serp&vjs=3,2021
Brisbane QLD,Get job updates from The University of Queensland,AU,"The University of Queensland Diamantina Institute

The University of Queensland Diamantina Institute (UQDI) was established in 2007 and forms a major research centre within the Faculty of Medicine. The aim of the Institute is to develop a better understanding of the molecular and cellular basis of disease, and to translate that understanding into practical outcomes for patients. Based at the Translational Research Institute (TRI) at the Princess Alexandra Hospital teaching campus in Brisbane, UQDI has more than 300 researchers, clinical academics and students who work closely with hospital clinicians in the areas of cancer, immunology, genomics and other areas of translational medicine. UQDI has particular research strengths in skin cancer, cancer cell biology, cancer immunotherapy, vaccine development and nanotechnology, autoimmunity and the genetic basis of disease.

UQDI has a mission of translating discoveries into better treatments and has a strong record of achievement, most notably in the development of cancer therapies: research at UQDI by Professor Ian Frazer AC FRS led to the development of the cervical cancer vaccine Gardasil. UQDI is the largest partner in the TRI, which is an extremely well-equipped translational biomedical research institute, with outstanding laboratories and core facilities for tissue imaging, microscopy, flow-cytometry, proteomics and in vivo models of disease. Its close affiliation with clinical units at Princess Alexandra Hospital provides UQDI with a significant strategic advantage in near-patient, translational research.

Details of the research interests of academic staff may be accessed on the Institute’s web site at at http://www.di.uq.edu.au/research.

About This Opportunity

Opportunity to engage in research with the Immunology Chair’s Research Group, undertaking internationally competitive research in the areas of innate and adaptive immune cells, with the aims of understanding their role in immune protection against pathogens, and development of cancer and autoimmunity. The work will involve fundamental research into molecular mechanisms and their translation through clinical interactions, particularly in the areas of skin cancer, blood cancer and immunological responses.

Our Ideal Candidate

In addition to holding a PhD in the area of immunology/virology, computational sciences or a related disciplines, we are seeking candidates who can demonstrate the following skills and experience:

Demonstrated expert knowledge in T cell and/or innate immune cell - immunology in infectious diseases, molecular/cellular biology, and computational modelling or data mining, flow cytometry, and in vitro immune assays,
Evidence of a significant contribution to research, including high-quality research publications.
Ability to liaise and collaborate with colleagues to develop co-operative research initiatives.
Experience in supervision of undergraduate and postgraduate research students.
Evidence of independent research achievements.

We value diversity and inclusion, and actively encourage applications from those who bring diversity to the University. Our Diversity and Inclusion webpage contains further information if you require additional support. Accessibility requirements and/or adjustments can be directed to recruitment@uq.edu.au.

What We Can Offer

This is a full-time, fixed term position at Academic level A or B depending on the candidate's level of expertise.

The full-time equivalent base salary will be in the range of:

Level A: $70,729 - $94,637 plus super of 17%.

Level B: $99,542 - $118.206 plus super of 17%.

You will be able to take advantage of UQ Sport Facilities, recreation leave loading, salary sacrificing options, discounted private health insurance, development programs and many other benefits.

For further information, please review The University of Queensland's Enterprise Bargaining Agreement 2018-2021.

Questions?

To discuss this role please contact Professorial Research Fellow, Gabrielle Belz on email: g.belz@uq.edu.au

For application queries, please contact recruitment@uq.edu.au stating the job number in the subject line.",MYR,53.04,220674.48,AUD,17.0,70729.0,"Level A: $70,729 - $94,637 plus super of 17%.",Postdoctoral Research Fellow/Research Fellow,https://au.indeed.com/viewjob?jk=c3eeb52add22ce09&from=serp&vjs=3,2021
Nedlands WA,University Of Western Australia,AU,"School of Population and Global Health

An opportunity to conduct high quality research in the Cardiovascular Research Group
Fixed-term appointment ending 31 March 2022
Salary: Level C: $122,456 - $140,861 per annum plus superannuation

The University of Western Australia (UWA) is ranked amongst the top 100 universities in the world and a member of the prestigious Australian Group of Eight research-intensive universities. With an enviable research track record, vibrant campus and working environments, supported by the freedom to ‘innovate and inspire’ there is no better time to join Western Australia’s top University.

About us

Cardiovascular disease is the number one killer for Australians, yet most of these deaths are preventable. Cardiovascular research in UWA’s School of Population and Global Health works to prevent cardiovascular disease and improve treatment by mapping patterns of disease, uncovering risk factors and testing ways to improve patient health.

The Cardiovascular Disease Epidemiology discipline includes researchers, epidemiologists, biostatisticians, health practitioners and students working together to provide information to reduce the burden of cardiovascular disease.

About the opportunity

You, as the appointee, will assist the Cardiovascular Research Group in the close out of a NMHRC Project grant. You will be intricately involved in running analytical techniques in a methodical manner, and will constantly evaluate alternate statistical models using theoretical approaches.

To be considered for this role, you will demonstrate:

Essential:

A PhD in health sciences or related field or demonstrate significant research experience
Practical experience with SAS or other major statistical software, data processing, database curation and data analytics
Experience in the analysis of linked / administrative datasets
Substantial background in data mining and statistical analysis
Able to understand data structures and common methods in data transformation
Excellent pattern recognition and predictive modelling skills
Highly developed written and verbal communication skills
Able to work collaboratively in a research team
Prepare manuscripts for publication, and other study outputs (eg. conference presentations)

Desirable:

Experience in analysis of health economic data
Experience with major cardiovascular conditions and co-morbidities
Experience in supervising research students
Full details of the position responsibilities are outlined in the position description.

In preparing your application, you are asked to submit a cover letter, address the selection criteria in the position description and upload your CV along with copies of your education certificates.

This position is only open to applicants with relevant rights to work in Australia.",MYR,36623.86,31838.559999999998,AUD,11738.416666666666,10204.666666666666,"Salary: Level C: $122,456 - $140,861 per annum plus superannuation",Senior Research Fellow,https://au.indeed.com/viewjob?jk=ce7e2d80f9b963b1&from=serp&vjs=3,2021
"Branch Head, Mineral Systems Branch",Geoscience Australia,AU,"SYNOPSIS:

Branch Head, Mineral Systems Branch

Applications Close 17 February 2021

Ongoing

Contact name: Dr Andrew Heap

Phone: (02) 6249 9790

Email: Andrew.Heap@ga.gov.au

Geoscience Australia is looking for a high-calibre leader to be responsible for the strategic leadership and management of the Minerals Systems Branch, in the Minerals, Energy and Groundwater Division. The Minerals Systems Branch is responsible for the development of a national prospectus of mineral resource potential through the acquisition, analysis and delivery of pre-competitive geoscience information and data, for the purpose of attracting investment in the Australian mineral exploration sector.

In a Branch Head role you will:

Use your knowledge and skills to initiate, shape and drive the strategic directions of an innovative science and technical advice program to enhance Australia’s resources sector.

Role model highly developed leadership skills and capabilities that support, inspire and empower your team. Your ability to engage and develop your employees through training, mentoring and career planning is an important component to the role.

Proactively and deliberately manage and nurture relationships with internal and external stakeholders to deliver outcomes for maximum impact.

Provide a strategic focus through planning, monitoring and delivering the Branch work program and budget, aligned to the agency priorities and relevant to stakeholders needs.

Bring a collaborative mind-set and demonstrate your ability to be a supportive team player in leading and managing the Minerals, Energy and Groundwater Division and Geoscience Australia. This will include input to divisional strategic planning, setting of priorities and resources and leading through the implementation of programs and change initiatives.

Be passionate about the development of an inclusive workplace culture that values diversity.

Promote, by personal example and other appropriate means, the APS values, the APS Employment Principles and behave in a manner consistent with the Code of Conduct.",MYR,52592.28,52592.28,AUD,16856.5,16856.5,"$202,278 a year","Branch Head, Mineral Systems",https://au.indeed.com/viewjob?jk=7b0e3b97db3f005f&from=serp&vjs=3,2021
Melbourne VIC,Office of the Victorian Inspectorate,AU,"An exciting opportunity exists for a new Senior Legal Policy Officer in an expanding team at the Victorian Inspectorate (VI). The VI is the lead oversight body in Victoria’s integrity system, providing oversight of the Independent Broad-based Anti-corruption Commission (IBAC) and other integrity, accountability and investigatory bodies (integrity bodies) and their officers.
If you have a tertiary qualification in a relevant discipline such as law, social sciences or criminal justice, experience in developing effective operational policies and procedures within a regulatory or integrity environment, and experience in reviewing and assessing compliance within a government, agency or regulatory setting , the VI is interested in hearing from you.

Job Overview

As part of the Inspections and Monitoring team and reporting to the Manager, Inspections and Monitoring, the Senior Legal Policy Officer assists with delivering the VI's monitoring, policy and compliance functions through the framework of the VI's Operations Model. The Senior Legal Policy Officer will review statutory notifications from integrity bodies on their use of coercive powers, and design and deliver integrity programs and projects that monitor and assess compliance with oversighted integrity bodies' statutory obligations. This is a new position created in response to the VI's expanding statutory remit.

For more information regarding this position, please see the attached position description.

How to apply

Please click the “Apply now” button on this advertisement. Applications should include a resume and a covering letter outlining your interest in the position and a succinct response to the Key Selection Criteria of no more than two pages in total.

Closing date for applications is midnight, Sunday, 31 January 2021.

Other relevant information:

For further information regarding the VI please visit our website at www.vicinspectorate.vic.gov.au

For enquiries regarding the position please phone the contact on the position description. If you experience difficulties in applying online, please contact HR Shared Services on 1800 039 411.

The VI values the contribution of all employees and fair and equitable treatment of all people is integral to all activities. As such, the VI offers reasonable adjustments for applicants with disabilities on request.

Employment of successful candidates will be subject to:

Completion of a pre-employment misconduct screening declaration and consent form.
Undertaking an oath or affirmation as prescribed in Section 30 of the Victorian Inspectorate Act 2011.
Reference and criminal record checks. A Negative Vetting 1 security clearance is mandatory and will be required to be obtained and maintained. Preferred applicants must have, or be eligible to have, an NV 1 clearance.

The VI is committed to maintaining the privacy of personal information. The recruitment process and all matters relating to it are treated in the strictest confidence. Personal information received during the recruitment process will be managed in accordance with the Privacy and Data Protection Act 2014. The VI recruitment processes include considering and responding to your job application. In some circumstances, in order to assess your suitability for the role, the VI may seek to contact one or more referees who are not specified in your application. Any proposal to contact an unspecified referee will be discussed with you first and your consent will be sought before doing so. A failure by you to provide consent to contact unspecified referees may, in some circumstances, result in your application not being considered further. You may request access to your personal information by contacting the VI.",MYR,31810.48,26291.2,AUD,10195.666666666666,8426.666666666666,"Salary: $101,120 - $122,348",Senior Legal Policy Officer (VPSG5),https://au.indeed.com/viewjob?jk=c4c75a7a9ad7784d&from=serp&vjs=3,2021
"Negotiable – Sydney, Melbourne, Brisbane or Canberra",CSIRO,AU,"The Opportunity

Are you a strategic, collaborative and inclusive science leader?
Sets the vision and strategy for the Analytics and Decision Sciences research program
Join CSIRO's Data61 as the integral member of the leadership team

Data61 is now looking for the Research Director – Analytics and Decision Sciences to join new Director Professor Jon Whittle’s Leadership Team and oversee the Analytics and Decision Sciences (A&DS) Program. A&DS has a focus on hybrid approaches to analytics and modelling, trusted analytics, and analytics embedded in fields such as climate science, bushfire prediction and agriculture. The program seeks to deliver on CSIRO’s mandate for world-class research that provides innovative solutions for industry, government and the community.

The Research Director sets the vision and strategy for the Program as well as being responsible for its operation. The successful candidate must be a strategic, collaborative and inclusive science leader who wants to carry out excellent science and solve practical problems with a team of like-minded peers. They will work as part of a cohesive and collegiate Leadership Team, including other Research Directors, to realise Data61’s vision and work collaboratively with colleagues across CSIRO on developing an agenda for tackling the nation’s greatest challenges.

For more about Data61 Analytics and Decision Sciences (A&DS) research program, please visit: https://data61.csiro.au/en/Our-Research/Programs-and-Facilities/Analytics-and-decision-sciencesv

Your duties will include:

Impact Science Leadership

Build on team success, review and implement Data61 Analytics and Decision Sciences (A&DS) research program’s strategic plan
Lead the A&DS program to develop and realise its science vision in partnership with stakeholders and science partners

Capability Leadership

Communicate the Program’s vision to inspire staff and sustain and nurture awareness of Data61’s science quality and impact in the broader Australian community
Attract, develop and retain world class talent which meet current and future needs in the short and longer term

Engagement and Partnerships

In consultation with research partners and end users, develop a roadmap for a deeper and more effective national partnership across industry and government issues
Build strategic relationships within the organisation to execute CSIRO and Data61 strategy, including fostering mobility and cross-deployment of staff, and developing productive relationships

Resource Leadership

Lead and manage the Program’s financial resources, people, infrastructure and other assets to ensure their effective, sustainable and efficient use
Ensure best practice governance and management of commercial activities and intellectual property in the Program

Location: Negotiable – Sydney, Melbourne, Brisbane or Canberra

Salary: Attractive salary package is negotiable

Tenure: Specified term of 3 years

Reference: 68983

To be considered you will need:

Essential Criteria:

Under CSIRO policy only those who meet all essential criteria can be appointed.

A doctorate and/or equivalent research leadership experience in a relevant data/digital science discipline, such as analytics, artificial intelligence, mathematical sciences.
Evidence of ability to strategically develop programs and opportunities that respond to national and global research challenges, drawing from knowledge in at least one of the following domains:

Advanced analytics, including data-driven (e.g., machine learning, statistical), knowledge and physics driven (e.g., particle-based modelling) and human-driven (e.g., natural language processing)
Trust in analytics, including socio-technical considerations
Embedded and in-context analytics, including internet of things and distributed sensing, digital twins, and human-centred design
Interdisciplinary analytics in specific application domains, including fire science, computational social science, hybrid prediction, biomolecular visualisation, flooding and coastal inundation modelling, invasive species, and genomics for bio-prediction.

Evidence of successful development and leadership of a pipeline and portfolio of science, research and innovation on a national and international scale
Evidence of strong industry and/or government engagement and strategic relationship management that grows new impact opportunities and supports positive and sustainable commercial outcomes

For full details about this role please view the Position Description

Eligibility

The successful candidate will be required to undertake domestic and international travel as required
The successful candidate will be asked to obtain and provide evidence of a National Police Check or equivalent. Please note that people with criminal records are not automatically deemed ineligible. Each application will be considered on its merits.

Flexible Working Arrangements

We work flexibly at CSIRO, offering a range of options for how, when and where you work. Talk to us about how this role could be flexible for you. Balance

Diversity and Inclusion

We are working hard to recruit diverse people and ensure that all our people feel supported to do their best work and feel empowered to let their ideas flourish. Diversity and Inclusion Strategy

We are committed to the safety and wellbeing of all children and young people.

About CSIRO

At CSIRO, Australia's national science agency, we solve the greatest challenges through innovative science and technology.

CSIRO's Data61 is the data and digital specialist arm of CSIRO. We are creating Australia's data-driven future.

Join us and start creating tomorrow today!

How to Apply

CSIRO has appointed Perrett Laver to assist us with this senior position and all applications should be sent directly to data61@perrettlaver.com

Applications Close

Friday 5th February 2021, 11pm AEDT

We reserve the right to withdraw this ad prior to the closing date",MYR,,,,0.0,0.0,Attractive salary package is negotiable,Research Director - Analytics and Decision Sciences,https://au.indeed.com/viewjob?jk=1782eb1f6227d976&from=serp&vjs=3,2021
Melbourne VIC,Environment Protection Authority,AU,"Job Description

Location: Melbourne | CBD

Job type: Full time

Organisation: Environment Protection Authority

Salary: $124,033 - $145,009

Occupation: Legal

Reference: VG/700398

For nearly 50 years, EPA Victoria (EPA) has helped make our state a healthier, more liveable place.

As Victoria’s environmental regulator, we set and enforce environmental standards to help ensure all Victorians can enjoy clean air, healthy waterways and pollutant-free land.

To achieve the best possible environmental outcomes for Victoria, we’re increasingly shifting our focus from minimising the effects of environmental harm, to preventing it from happening in the first place.

To help us achieve this, we’re now recruiting. By working at EPA you can enjoy a meaningful career with great work-life balance, while building a better future for our environment.

An exciting opportunity for a PRIVACY MANAGER

Fixed term contract to 30 June 2022.
Part-time or Full-Time hours.
Immediate start.

A Privacy Manager at EPA will:

Provide leadership and expert advice on privacy matters across the EPA and drive privacy management during and following EPA's digital transformation. This role will oversee implementation of privacy initiatives to support EPA's preparation for commencement of the Environment Protection Amendment Act 2018.

About You:

To be successful in this role you will possess

A Bachelor's degree (or equilivant experience) in Computer Science, Information Systems or related field, have at least 5 years of privacy compliance experience and IAPP Certified Information Privacy Manager certification, and the ability to ensure compliance with the Privacy and Data Protection Act 2014 and the Victorian Protective Data Security Standards.

You are motivated, able to operate independently and adept at driving initiatives and change across a number of internal stakeholders.

How to Apply:

Applicants are invited to apply online via EPA Career Services. Please click the apply button at the bottom of the page. Attachments can be uploaded in doc. Docx. Pdf, txt or rtf. Forms.

Applicants should submit:

Cover letter addressing your experience, motivations and suitability to the role;
Completed Application form;
Resume including contact details of two referees

Applications close midnight on 27 January 2021. For further information on this role, please refer to the attached position description.

All queries in relation to this role should be directed to Louise Paech, Assistant General Counsel on Louise.Paech@epa.vic.gov.au /(03) 9695 2828 or 0457 543 618.

Preferred candidates will be required to complete a Pre-employment Declaration and Consent form. Employment of successful candidates will be subject to a National Police Check.

Individual responses to key selection criteria listed on the Position Description are not required.

EPA Victoria is committed to supporting employees through flexible work arrangements and encouraging work/life balance. We are dedicated to maintaining a safe and inclusive work environment where all employees are respected, valued and supported. We proactively seek to employ a diverse workforce to leverage the varied ideas of all employees, that drive innovation and success in everything we do.

Aboriginal and Torres Strait Islander people are encouraged to apply.

EPA Victoria welcomes applications from serving or past members of the Australian Defence Force.

If you require advice and support with the application process please contact the Recruitment team on 1 300 372 842.

EPA Victoria utilise an Order of Merit process whereby applicants deemed suitable may be retained on a Merit List, from which their application may be accessed for recruitment to this role within a 3-month period.

Note: Applications received via e-mail will not be considered.

For further information on Environment Protection Authority Victoria, please visit www.epa.vic.gov.au",MYR,37702.340000000004,32248.58,AUD,12084.083333333334,10336.083333333334,"Salary: $124,033 - $145,009",Privacy Manager (VPSG6.1),https://au.indeed.com/viewjob?jk=be4d8c1fd330d567&from=serp&vjs=3,2021
New South Wales,TIBCO Software,AU,"TIBCO Messaging are high-performance messaging middleware products that power mission-critical IT infrastructures. Whether it's accessing market data, processing millions of transactions, or tracking millions of shipments in real time, TIBCO's high-performance messaging solutions not only provide the lowest end-to-end latency and highest throughput, but also the reliability and enterprise-readiness required to operate in the most demanding business environments.

As a member of the Global Messaging Support team you will analyze, replicate, and resolve customer problems of varying complexity, provide written and verbal consultation to debug customer problems, determine if the reported problem is a TIBCO product issue or an external problem and document problems accurately and completely including their solutions, and defects in the support call tracking system.

What You'll Do

You will be responsible for maintaining SLAs (Service Level Agreements) with our customers and work with other teams within Support or other departments within TIBCO, specifically QA and Engineering, as needed. When escalations are made to other groups you will maintain ownership to drive issues to resolution. It will be crucial to keep current with the latest supported product technology, keep the product knowledge base (FAQs and Solutions) up to date and take on other projects which improve support processes i.e. Whitepapers, bulletins; manage workload efficiently while being able to resolve time-critical situations professionally.

Who You Are

BA/BS in Computer Science, Electrical Engineering or related field of study and 2 years industry experience in a software technology position OR relevant technical Master’s Degree and 2 years relevant industry experience; prior development experience is preferred
1 year of programming and/or support experience with Java based enterprise software product
1 years Unix and Windows administration and debugging experience
Proficient in the following area:
Strong C/C++/Java/.NET programming skills.
Strong OS knowledge on Windows, HPUX, Solaris, Linux, AIX
Network and Application troubleshooting skills.
Good knowledge of networks, TCP/IP, UDP, and network programming.
JMS, application server and security experience is a plus

Remuneration & Benefits

Annual Salary Range: $75,000 - $100,000 + Superannuation
Corporate Incentive Bonus of up to 8% annual salary
Employee Assistance Programme
Comprehensive Health Insurance
Group Life Insurance and TPD
Salary Continuance

TIBCO is an equal opportunities employer and welcome applications from all suitably qualified persons regardless of their race, sex, disability, religion/belief, sexual orientation or age.

Important: Please note that we have updated our Candidate Data Privacy policy and can be found here: https://www.tibco.com/careers/candidate-privacy",MYR,26000.000000000004,19500.0,AUD,8333.333333333334,6250.0,"$75,000 - $100,000 a year",Support Engineer,https://au.indeed.com/viewjob?jk=c044750732e72c14&from=serp&vjs=3,2021
